EQUIP_ID;EQUIP_NOM;ADRESSE;EQUIP_WEB_LIEN;DOMAINE_NOM;SOUSDOM_NOM;ADRESSE_ID;TELEPHONE;COURRIEL;HORAIRE;DESCRIPTION;INFO_SUPP
468;EAJE La Chrysalide;3 Rue Henri Ding;;Petite Enfance;Espaces Petite Enfance municipaux;3594;04 76 46 54 60;cc.la-chrysalide@ccas-grenoble.fr;De 7h à 19h du lundi au vendredi.;Accueil régulier à temps plein et à temps partiel. Capacité d'accueil : 40 enfants en accueil collectif et 20 enfants en accueil familial.;
2020;Claude Bernard Bureau 1;17 Quai de la Graille;;Institutions et Services Publics;Bureaux de vote;3122;;;8h - 20h;;
250;Ecole maternelle Claude Bernard;17 Quai de la Graille;;Education;Ecoles maternelles;3122;04 76 46 23 37;;;;
532;Gymnase CES Village Olympique;30 Avenue Marie Reynoard;;Sports et Loisirs;Centres sportifs et gymnases;7575;04 76 09 29 17;;Ouvert de 8h à 22h.;<p>Gymnase du collège.</p>;
1437;Terrain multisports Marie Reynoard;30 Avenue Marie Reynoard;;Sports et Loisirs;Terrains multisport de plein air;7575;04 76 23 48 00;antonio.gallego@ville-grenoble.fr;Accés libre.;<p>Terrain multisports au 30 av.M.Reynoard et minis terrains de hand et de basket au 16 bis av.M.Reynoard.</p>;
395;Maison des Habitants Le Patio;97 Galerie de l'Arlequin;;Institutions et Services Publics;Services municipaux;9553;04 76 22 92 10;mdhlepatio.secteur6@grenoble.fr;Lundi au Vendredi : 8h30 - 12h / 13h30 - 17h30 Jeudi : 8h30 - 12h / 16h - 17h30 ;<p><strong>PUBLIC ACCUEILLI</strong> : Tous publics</p> <p><strong>SERVICES ET ACTIVITES PROPOSÉES</strong></p> <p>Accès aux droits / Prestations sociales</p> <ul> <li>Service Social Personnes Agées</li> <li>Santé scolaire</li> <li>Point Information Médiation Multi-services (PIMMS)</li> <li>Permanences juridiques</li> <li>Permanence écrivain public</li> <li>Tarification solidaire TAG</li> <li>Permanence Référentes Familles</li> <li>Psychologue point écoute</li> <li>Permanence Relogement</li> <li>Permanence Mission Locale</li> <li>Permanence ADIE (association pour le droite à l'initiative économique)</li> <li>Permanence des CESF du Pôle Inclusion Financière</li> </ul> <p>Enfance / Familles</p> <ul> <li>Ateliers d'économie sociale et familiale (petits cuistots, sorties, ...)</li> <li>Accompagnement à la scolarité</li> <li>Programme Malin</li> <li>Accompagnement et Aides aux vacances</li> <li>Ludothèque</li> </ul> <p>Développement social / Activités</p> <ul> <li>Médiathèque</li> <li>Espace 600 (salle de spectacles)</li> <li>Paniers solidaires</li> <li>Pass culture</li> <li>Réseau d'Echanges Réciproques de Savoirs</li> <li>Groupe d'échanges d'expériences</li> <li>Fonds de participation des habitants</li> <li>Atelier apprentissage du français</li> <li>Accompagnement social</li> <li>Aide socio-linguistique</li> <li>P'tits dèj</li> <li>Temps conviviaux autour d'un café</li> <li>Jardin collectif</li> <li>Ateliers collectifs (bricolage, décoration, cuisine...)</li> <li>Marche active</li> <li>Expositions</li> </ul> <p>Démarches administratives</p> <ul> <li>Cartes Nationales d'Identité</li> <li>Passeports</li> <li>Etat Civil</li> <li>Elections</li> <li>Inscriptions vie scolaire</li> <li>Inscription et règlements restauration scolaire</li> <li>Inscriptions activités sportives</li> <li>Autres formalités administratives</li> </ul> <p>Autres</p> <ul> <li>Prêt de salles</li> <li>Cadre de vie (prêt de clés de barrières d'accès aux espaces publics, veille espaces publics, maintenance équipements municipaux, autorisation de stationnement...)</li> </ul> <p><strong>ASSOCIATIONS HEBERGEES</strong></p> <ul> <li>PIMMS</li> <li>Maison de l'image</li> <li>Iris</li> <li>Barathym</li> <li>Union de quartier Villeneuve 1</li> <li>Confédération syndicale des Familles (CSF)</li> </ul>;
2005;Arlequin Bureau 1 à 3;97 Galerie de l'Arlequin;;Institutions et Services Publics;Bureaux de vote;9553;;;8h - 20h;;
97;Bibliothèque Arlequin;97 Galerie de l'Arlequin;www.bm-grenoble.fr;Culture;Bibliothèques;9553;04 76 22 92 16;bm.arlequin@bm-grenoble.fr;Mardi : 15h-18h30 Mercredi  : 10h-12h et 14h-18h Vendredi : 15h-18h30 Samedi : 10h-12h30 et 14h-17h En période de vacances scolaires, horaires identiques sauf le samedi : 10h-12h30 uniquement Fermeture le samedi de Pâques.;<p> </p> <h4>Les collections adultes et jeunesse</h4> <p><strong class=\encadrefondor\><strong class=\encadrefondbleu\>Romans <br>DVD jeunesse<br>Documentaire <br></strong><strong class=\encadrefondbleu\>Bandes dessinées </strong></strong><strong class=\encadrefondor\><strong class=\encadrefondbleu\></strong></strong><br><strong class=\encadrefondor\><strong class=\encadrefondbleu\>Presse et revues</strong></strong><strong class=\encadrefondor\><strong class=\encadrefondbleu\> </strong></strong><br><strong class=\encadrefondor\><strong class=\encadrefondbleu\>Livres en gros caractères </strong></strong><br><strong class=\encadrefondor\><strong class=\encadrefondbleu\>Livres audio jeunesse <br>Théâtre jeunesse</strong></strong><br><strong class=\encadrefondor\><strong class=\encadrefondbleu\>Fonds de référence sur le conte<br><br></strong></strong></p> <h4>Les points forts</h4> <ul> <li><strong>4</strong> postes Internet</li> <li><strong>1</strong> imprimante</li> <li><strong>1</strong> salle animation</li> <li><strong>56</strong> places assises</li> </ul> <h4>Les rendez-vous réguliers</h4> <ul> <li>Accueil de groupes d'enfants ou d'adultes, sur rendez-vous</li> <li>Club lecture adulte le 1er jeudi du mois de 14h30 à 16h</li> <li>Heure du conte le 3e mercredi du mois à 10h et à 10h30</li> <li>Projections pour la jeunesse</li> </ul> <p> </p> <p class=\encadrefondbleu\>Tram : A, arrêt Arlequin.<br>Bus : ligne C5<br>Parkings gratuits à proximité.</p>;
108;La Maison de l'Image;97 Galerie de l'Arlequin;www.maison-image.fr/;Culture;Cinémas, photos et audiovisuel;9553;04 76 40 41 44;contact@maison-image.fr;Du lundi au vendredi de 9h à 12h et de 14h à 18h.;<p>Le Centre AudioVisuel est un <strong>lieu ressource en éducation à l'image et aux médias.</strong> Ouvert à tous, il permet d’accéder à une <strong>culture de l’image</strong>, aux pratiques artistiques et culturelles, à travers la photographie, le multimédia, la vidéo et Cap Canal, chaîne de télévision pour l’éducation.</p> <h4 class=\puceBleue\>ACTION CULTURELLE</h4> <p>Ateliers de sensibilisation et de pratique, interventions et résidences d’artistes, production d’œuvres collectives, évènements culturels.</p> <h4 class=\puceBleue\>ACTION ÉDUCATIVE</h4> <p>Interventions en milieu scolaire et périscolaire : classes à PAC, éducation artistique en milieu scolaire, accompagnement éducatifs, Projet Éducatif Local, dispositif local Petit Cinéma de Classe…</p> <h4 class=\puceBleue\>FORMATION INITIALE ET CONTINUE</h4> <p>Formations sur mesure proposées aux acteurs l’éducation, de la culture, du social et de la santé, souhaitant intervenir dans le domaine de l’éducation à l’image.</p> <h4 class=\puceBleue\>CONCEPTION RÉALISATION</h4> <p>À destination des organismes de l’éducation, de la culture et de la santé.</p> <h4 class=\puceBleue\>CONFÉRENCES PROJECTIONS DÉBATS</h4> <p>Favoriser l’accès du public à la compréhension des images, à travers différentes thématiques : la télévision, Internet, la publicité, les jeux vidéo.</p> <p><a id=\2957\ href=\#\ typelien=\LienExterne\><img src=\/uploads/Image/87/WEB_CHEMIN_2956_1290166488.jpg\ alt=\\ idtf=\2956\></a>  Une télévision qui aide à grandir   <br>- Une chaîne de télévision pour l’éducation <br>- Des émissions thématiques pour les enfants et les jeunes de la maternelle à l’université <br>- Des magazines d’informations pour la communauté éducative <br>- Des programmes intelligents, pour tous : éduquer à l’image et avec l’image</p> <p><strong>STAGES</strong> <br>- Vidéo : tournage et montage. <br>- Photographie : découverte et initiation, portrait studio, retouche et traitement d’image. <br>- Multimédia : réaliser un site Internet, créer un site collaboratif, créer des animations interactives (Flash), créer des documents de communication (InDesign).</p>;
133;Espace 600;97 Galerie de l'Arlequin;www.espace600.fr;Culture;Théâtres et salles de spectacle;9553;04 76 29 42 82;contact@espace600.fr;Du lundi au vendredi de 14h à 18h, ainsi que les soirs de spectacle.;<p>Centre de ressource pour la jeunesse, il explore les textes de théâtre contemporain, organise des lectures, des rencontres, des colloques... Sa programmation s'adresse aux enfants, à leurs parents, aux lycéens, aux étudiants, à tous ceux qui désirent découvrir un théâtre vivant.</p>;
1394;Ludothèque Arlequin;97 Galerie de l'Arlequin;;Petite Enfance;Lieu d'accueil parents-enfants;9553;04 76 22 42 20;;;<p>Lieu d'accueil parents-enfants</p>;
1535;Le Patio;97 Galerie de l'Arlequin;;Institutions et Services Publics;Services municipaux;9553;04 76 22 92 10;mdhlepatio.secteur6@grenoble.fr;Accueil et formalités administratives : du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h30, sauf le jeudi après midi, ouverture de 16h à 17h30.Ouverture au public : du lundi au jeudi de 8h à 19h30, le vendredi de 8h à 22h30 (excepté en certaines périodes de vacances scolaires) Samedi de 10h à 12h30 et de 14h à 17h. Pendant les vacances scolaires le premier samedi de 10h à 12h30 et de 14h à 17h, les samedi suivants de 10h à 12h30. ;<p>Le Patio est une maison commune ouverte à tous regroupant des services municipaux, le CCAS et des associations socio-culturelles. Vous y trouverez :</p> <ul> <li>la bibliothèque Arlequin,</li> <li>le centre audio-visuel,</li> <li>l'antenne mairie du secteur 6 (bureaux publics, état-civil)</li> <li>l'espace 600</li> <li>Le centre social Arlequin</li> <li>La mission locale (permanence le jeudi de 14h à 16h dans les bureaux du correspondant jeunesse)</li> <li>et divers services socio-éducatifs et culturels.</li> </ul> <p>Le Patio accueille régulierement des expositions temporaires ainsi que des animations.</p> <p>Accès :</p> <ul> <li>Tram A arrêt Arlequin</li> <li>En voiture, sortie Grand Place puis avenue Marie Reynoard</li> </ul>;
845;Square Berthelot / Malherbe;55 Avenue Marcelin Berthelot;;Espaces verts et nature;Squares;7369;;;;;
264;Ecole maternelle Jules Ferry;47 BIS Rue Léon Jouhaux;;Education;Ecoles maternelles;6300;;;;;
1385;Parking Vaucanson;2 Place Vaucanson;;Déplacement et Stationnement;Parkings;11095;;;;;
1423;Terrain multisports André Abry;52 Rue Général Garibaldi;;Sports et Loisirs;Terrains multisport de plein air;12135;;;;;
2565;Agence de Mobilité centre-ville;51 Avenue Alsace Lorraine;www.tag.fr/97-les-agences-commerciales.htm;Déplacement et Stationnement;Transports;3978;;;Toute l'année (sauf de mi-juillet à mi-août) : du lundi au vendredi de 7h15 à 18h30, le samedi de 9h à 18h.De mi-juillet à mi-août : du lundi au samedi de 9h30 à 18h00.;<p><strong>Accès :<br></strong>Lignes A et B - station <span class=\ligneFoncee\>Alsace-Lorraine</span>.<br>Lignes A, B, C1 et Transisère - station <span class=\ligneFoncee\>Gares</span>.</p>;
317;Collège Fantin-Latour;26 Rue Nicolas Chorier;;Education;Enseignement secondaire public;8477;04 76 21 68 18;;;;
277;Ecole maternelle Marceau;1 Rue Sergent Bobillot;www.ac-grenoble.fr/ecole/marceau;Education;Ecoles maternelles;10281;04 76 87 35 50;;;;
120;Musée Stendhal / Appartement Gagnon;20 Grande Rue;www.stendhal-grenoble.fr/;Culture;Musées et centres d'art;3228;04 76 86 52 08;bm.stendhal@bm-grenoble.fr;Ouverture aux individuels :mardi, mercredi, et vendredi de 14 h à 18 h, samedi de 10 h à 12 h et de 14 h à 18 h, dernier dimanche de chaque mois. Ouverture aux groupes encadrés par l’Office de tourisme et aux groupes scolaires : (sur inscription à l’Office de tourisme pour les groupes, à l’appartement Gagnon pour les scolaires) mardi, mercredi et vendredi de 9 h à 12 h jeudi de 9 h à 12h et de 14h à 18h Fermeture estivale du mardi 8 au lundi 21 juillet 2014 (inclus) Réouverture le mardi 22 juillet à 14h;"<p><strong style=\font-family: beta; font-size: 13px; text-align: justify;\>L’appartement du docteur Gagnon, grand-père de Stendhal, est situé dans le centre ancien de Grenoble. </strong><span style=\font-family: beta; font-size: 13px; text-align: justify;\>C'est un lieu muséal, avec une exposition permanente réunissant les principales œuvres de la collection et des expositions temporaires. Sa nouvelle conception architecturale et sa muséographie font revivre auprès du grand public l’appartement du grand-père maternel de Stendhal dans lequel se sont éveillés le cœur et l’esprit du futur écrivain.</span></p> <h5 style=\text-align: justify;\> </h5> <p>L'appartement comprend :</p> <p>un grand Salon à l’italienne sur lequel s’ouvre l’entrée de l’appartement,</p> <p>un cabinet d’histoire naturelle, caractéristique des appartements de la bourgeoisie éclairée des XVIII<sup>e</sup> et XIX<sup>e</sup> siècles ;</p> <p>un cabinet d’été (ou de travail), petite pièce de même surface à côté du cabinet d’histoire naturelle consacré, en son temps, à l’étude et à la lecture.</p> <p>une terrasse agrémentée d'une pergola surplombant le Jardin de Ville.</p> <p>une  chambre d’hôte dite « de Romain Gagnon »</p> <p>L'appartement Gagnon est l'élément structurant du Musée Stendhal. Il a été conçu par l'architecte Cédric Avenier et la muséographe Marianne Klapisch. Il  a reçu en 2011 le label <em>Maison des Illustres</em> décerné par l'État et la collection qu'il expose a été labellisée <em>Musée de France</em> en 2003.</p> <p> </p> <p><strong>Le projet de Musée Stendhal va au-delà de la restauration d'un patrimoine immobilier qui comprend l'appartement Gagnon et l'appartement natal. <br>Il valorise les animations menées par les différents acteurs stendhaliens, <br>les acquisitions qui enrichissent le fond prestigieux conservé à la Bibliothèque municipale, la recherche universitaire qu'il suscite et les parcours qui entrainent <br>les visiteurs sur les traces de Stendhal.</strong></p> <p><a id=\1226\ href=\#\ title=\\ ancre=\\ typelien=\LienInterne\ libelle_ancre=\undefined\><strong>L'appartement natal, dédié à la création contemporaine</strong></a></p> <p><a id=\1227\ href=\#\ title=\\ ancre=\\ typelien=\LienInterne\ libelle_ancre=\undefined\><strong>La collection \Musée Stendhal\ conservée à la Bibliothèque municipale</strong></a><a id=\1228\ href=\#\ title=\\ ancre=\\ typelien=\LienInterne\ libelle_ancre=\undefined\></a></p> <p><a id=\1228\ href=\#\ title=\\ class=\CCBloc\ ancre=\\ typelien=\LienInterne\ libelle_ancre=\undefined\><strong>L' itinéraire historique, en collaboration avec l'Office du Tourisme</strong></a></p> <p style=\text-align: center;\> </p> <h4 style=\text-align: center;\><object wbt_code=\.$WBT_CODE.\ id=\WBT_VIDEOEXTERNE_12310_none\ class=\mceItemVideoExterne\  width=\480\ height=\272\ align=\none\></object></h4>";
750;Parking Irvoy;20 Rue Irvoy;www.resaplace.com;Déplacement et Stationnement;Parkings;3853;08 25 88 88 26;;Accessibilité 24h/24;<p>Nombre de places : 162 places - Hauteur limite : 1m90</p>;
315;Collège et Lycée International Europole;4 Place de Sfax;www.ac-grenoble.fr/cite.scolaire.internationale/;Education;Enseignement secondaire public;10309;04 38 12 25 00;;;<p>Enseignement général.</p>;
1220;Ecole élémentaire Anatole France;31 Rue Anatole France;;Education;Ecoles élémentaires;6217;04 76 96 23 52;;;;
2562;Micro crèche Les P'tits Kignoux;10 Rue du 4ème Régiment du Génie;;Petite Enfance;Espaces Petite Enfance non municipaux;9403;;;;;
849;Institut médico-éducatif Henri Daudignon;3 Chemin de la Poterne;;Santé;Centres de rééducation;9316;04 76 25 58 18;;;;
1289;EAJE Jardin de Ville;8 Jardin de Ville;;Petite Enfance;Espaces Petite Enfance municipaux;14445;04 76 27 57 64;;;"<p>Cet établissement est lauréat de la 7ème édition 2011 du Palmarès des Réalisations Bois en Rhône-Alpes. Qualité architecturale, performance environnementale, énergétique et financière, provenance des bois… autant de critères retenus qui récompensent cette réalisation rare et précieuse.</p> <p>Le CCAS de la Ville de Grenoble ; le maître d'oeuvre, r2k architecte ; l'ingénieur de la structure bois : Gaujard Technologie et l'entreprise bois, la SARL SDCC sont ainsi mis à l'honneur pour cet ouvrage livré en 2009 qui alterne boîtes de bois habillées de lattes verticales et baies vitrées. Avec 194 m3 de bois, principalement du mélèze, provenant de la région Rhône-Alpes utilisés pour sa construction, ce sont 354 Tonnes de carbone évitées. Ces parois respirantes et sa toiture photovoltaïque en font, en outre, l'un des plus performants bâtiments publics : consommation inférieure à 40kW par m².</p>";
